urn:cts:latinLit:phi0690.phi002:1.215	Vere fabis satio; tum te quoque, Medica, putres
urn:cts:latinLit:phi0690.phi002:1.216	accipiunt sulci et milio venit annua cura,
urn:cts:latinLit:phi0690.phi002:1.217	candidus auratis aperit cum cornibus annum
urn:cts:latinLit:phi0690.phi002:1.218	Taurus et averso cedens Canis occidit astro.
urn:cts:latinLit:phi0690.phi002:1.219	At si triticeam in messem robustaque farra
urn:cts:latinLit:phi0690.phi002:1.220	exercebis humum solisque instabis aristis,
urn:cts:latinLit:phi0690.phi002:1.221	ante tibi Eoae Atlantides abscondantur
urn:cts:latinLit:phi0690.phi002:1.222	Gnosiaque ardentis decedat stella Coronae,
urn:cts:latinLit:phi0690.phi002:1.223	debita quam sulcis committas semina quamque
urn:cts:latinLit:phi0690.phi002:1.224	invitae properes anni spem credere terrae.
urn:cts:latinLit:phi0690.phi002:1.225	Multi ante occasum Maiae coepere; sed illos
urn:cts:latinLit:phi0690.phi002:1.226	exspectata seges vanis elusit avenis.
urn:cts:latinLit:phi0690.phi002:1.227	Si vero viciamque seres vilemque phaselum
urn:cts:latinLit:phi0690.phi002:1.228	nec Pelusiacae curam aspernabere lentis,
urn:cts:latinLit:phi0690.phi002:1.229	haud obscura cadens mittet tibi signa Bootes:
urn:cts:latinLit:phi0690.phi002:1.230	incipe et ad medias sementem extende pruinas.
urn:cts:latinLit:phi0690.phi002:1.231	Idcirco certis dimensum partibus orbem
urn:cts:latinLit:phi0690.phi002:1.232	per duodena regit mundi Sol aureus astra.
urn:cts:latinLit:phi0690.phi002:1.233	Quinque tenent caelum zonae; quarum una corusco
urn:cts:latinLit:phi0690.phi002:1.234	semper sole rubens et torrida semper ab igni;
urn:cts:latinLit:phi0690.phi002:1.235	quam circum extremae dextra laevaque trahuntur
urn:cts:latinLit:phi0690.phi002:1.236	caeruleae, glacie concretae atque imbribus atris;
urn:cts:latinLit:phi0690.phi002:1.237	has inter mediamque duae mortalibus aegris
urn:cts:latinLit:phi0690.phi002:1.238	munere concessae divom, et via secta per ambas,
urn:cts:latinLit:phi0690.phi002:1.239	obliquus qua se signorum verteret ordo.
urn:cts:latinLit:phi0690.phi002:1.240	Mundus, ut ad Scythiam Rhipaeasque arduus arces
urn:cts:latinLit:phi0690.phi002:1.241	consurgit, premitur Libyae devexus in austros.
urn:cts:latinLit:phi0690.phi002:1.242	Hic vertex nobis semper sublimis; at illum
urn:cts:latinLit:phi0690.phi002:1.243	sub pedibus Styx atra videt Manesque profundi.
urn:cts:latinLit:phi0690.phi002:1.244	Maximus hic flexu sinuoso elabitur Anguis
urn:cts:latinLit:phi0690.phi002:1.245	circum perque duas in morem fluminis Arctos,
urn:cts:latinLit:phi0690.phi002:1.246	Arctos Oceani metuentis aequore tingui.
urn:cts:latinLit:phi0690.phi002:1.247	Illic, ut perhibent, aut intempesta silet nox,
urn:cts:latinLit:phi0690.phi002:1.248	semper et obtenta densentur nocte tenebrae,
urn:cts:latinLit:phi0690.phi002:1.249	aut redit a nobis Aurora diemque reducit;
